trip_id,pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance_km,fare_amount,payment_type,driver_id
3045,2026-04-17 16:14:00,2026-04-17 16:41:04,-74.008918,40.710413,-73.98882,40.782644,1,6.0,103.44,tarjeta,139
3046,2026-04-28 13:42:00,2026-04-28 14:17:57,-73.97637,40.669885,-73.967359,40.779936,4,4.89,116.1,app,134
3047,2026-04-08 15:14:00,2026-04-08 15:37:58,-74.001617,40.706309,-73.988417,40.635335,1,4.11,84.93,app,153
3048,2026-04-15 11:55:00,2026-04-15 12:54:34,-74.012346,40.717183,-73.755712,40.654353,4,15.12,227.66,tarjeta,108
3049,2026-04-21 16:57:00,2026-04-21 17:25:07,-73.945841,40.729237,-73.998553,40.706056,3,5.95,112.68,tarjeta,105
3050,2026-04-24 07:31:00,2026-04-24 08:04:24,-74.002479,40.714867,-73.967652,40.758617,3,4.62,103.14,app,104
3051,2026-04-24 10:40:00,2026-04-24 11:19:22,-73.994022,40.70836,-74.011038,40.69441,1,8.98,136.23,app,121
3052,2026-04-01 12:16:00,2026-04-01 12:46:32,-73.934884,40.75714,-73.956976,40.730848,4,8.21,155.19,tarjeta,112
3053,2026-04-15 20:14:00,2026-04-15 20:42:57,-73.961738,40.808946,-74.014737,40.71188,3,6.31,107.78,tarjeta,126
3054,2026-04-05 16:31:00,2026-04-05 17:11:27,-73.977196,40.652657,-74.015649,40.704353,2,7.02,127.72,app,122
3055,2026-04-27 18:30:00,2026-04-27 18:54:48,-74.008521,40.702108,-73.961917,40.754261,4,3.89,75.05,app,164
3056,2026-04-01 21:39:00,2026-04-01 22:07:17,-74.00377,40.719829,-73.945296,40.736914,1,5.35,90.04,app,131
3057,2026-04-04 19:47:00,2026-04-04 20:38:51,-73.764255,40.636758,-73.994231,40.711724,1,12.78,167.28,app,111
3058,2026-04-28 15:22:00,2026-04-28 15:44:58,-73.991608,40.703721,-73.934001,40.749101,2,4.07,84.32,app,158
3059,2026-04-09 17:50:00,2026-04-09 18:21:55,-73.968637,40.759661,-73.966625,40.667761,3,5.22,97.17,tarjeta,108
3060,2026-04-26 08:55:00,2026-04-26 09:11:59,-73.998582,40.722549,-73.963795,40.639044,3,1.54,56.21,tarjeta,113
3061,2026-04-19 11:46:00,2026-04-19 13:22:12,-74.012423,40.718254,-73.790716,40.660096,3,21.22,375.34,tarjeta,126
3062,2026-04-01 09:57:00,2026-04-01 10:18:24,-73.992168,40.72492,-73.994024,40.699342,3,3.88,87.64,efectivo,120
3063,2026-04-06 16:26:00,2026-04-06 16:47:49,-73.93143,40.731988,-73.976855,40.664945,4,3.28,75.74,app,140
3064,2026-04-14 19:31:00,2026-04-14 20:04:40,-74.005772,40.706189,-73.995177,40.703756,2,5.19,110.94,efectivo,113
3065,2026-04-01 14:57:00,2026-04-01 15:32:06,-73.946471,40.725581,-73.945509,40.749935,4,4.89,118.83,app,113
3066,2026-04-28 00:30:00,2026-04-28 01:09:54,-74.013897,40.692205,-73.989352,40.670418,3,6.49,151.06,app,117
3067,2026-04-04 16:04:00,2026-04-04 16:23:27,-73.989361,40.674755,-74.013212,40.693355,3,4.78,92.09,efectivo,136
3068,2026-04-07 16:56:00,2026-04-07 17:43:52,-74.000081,40.626573,-73.799568,40.638042,4,12.11,190.82,tarjeta,156
3069,2026-04-23 16:43:00,2026-04-23 17:11:36,-73.947345,40.758404,-73.999618,40.693258,1,3.69,96.55,efectivo,142
3070,2026-04-14 20:10:00,2026-04-14 21:08:44,-73.968305,40.729786,-73.800222,40.646932,4,12.52,242.09,app,121
3071,2026-04-22 17:47:00,2026-04-22 18:15:58,-74.000768,40.699349,-73.932157,40.738587,3,4.93,97.65,efectivo,132
3072,2026-04-04 08:27:00,2026-04-04 09:08:21,-73.970505,40.663748,-73.963031,40.788462,2,9.41,187.35,efectivo,111
3073,2026-04-21 17:00:00,2026-04-21 17:27:52,-74.008794,40.653502,-74.016409,40.697671,3,3.59,77.83,efectivo,162
3074,2026-04-29 07:45:00,2026-04-29 08:56:01,-73.980441,40.678101,-73.793212,40.669179,2,18.83,311.18,efectivo,107
3075,2026-04-10 18:12:00,2026-04-10 18:55:25,-74.008321,40.7049,-73.974662,40.769106,4,6.95,138.38,app,118
3076,2026-04-20 15:49:00,2026-04-20 16:10:53,-73.952562,40.731424,-73.96013,40.753705,4,3.91,85.4,app,117
3077,2026-04-08 17:48:00,2026-04-08 19:47:46,-73.794848,40.652151,-74.010252,40.706596,4,20.19,295.53,app,135
3078,2026-04-14 15:55:00,2026-04-14 17:14:56,-73.76522,40.666072,-73.990275,40.69305,3,18.29,304.16,efectivo,103
3079,2026-04-14 19:01:00,2026-04-14 19:58:57,-73.966009,40.759059,-73.772694,40.657823,3,12.91,232.5,efectivo,149
3080,2026-04-19 14:02:00,2026-04-19 15:20:50,-73.76462,40.663035,-73.994261,40.70195,3,17.84,280.91,app,149
3081,2026-04-18 13:50:00,2026-04-18 14:08:58,-73.984283,40.760786,-74.001051,40.701815,2,3.28,75.55,app,138
3082,2026-04-10 12:36:00,2026-04-10 13:07:09,-73.977394,40.76508,-73.978627,40.791154,3,5.87,113.38,app,158
3083,2026-04-25 15:32:00,2026-04-25 16:03:38,-73.97824,40.77079,-73.98491,40.629228,2,6.75,109.24,app,123
3084,2026-04-18 13:31:00,2026-04-18 14:38:18,-73.997746,40.699774,-73.789727,40.639662,4,16.73,255.87,efectivo,143
3085,2026-04-19 16:55:00,2026-04-19 17:08:49,-73.955112,40.737123,-74.012946,40.692003,4,2.1,57.29,app,157
3086,2026-04-10 08:52:00,2026-04-10 09:22:51,-74.019966,40.70672,-74.008034,40.698127,2,6.59,127.16,efectivo,121
3087,2026-04-29 23:07:00,2026-04-29 23:47:30,-73.984046,40.780682,-73.996073,40.701871,3,8.27,166.13,efectivo,169
3088,2026-04-11 16:48:00,2026-04-11 17:05:29,-74.012066,40.721917,-73.97358,40.78689,4,1.89,59.48,tarjeta,113
3089,2026-04-06 10:51:00,2026-04-06 11:18:07,-73.965619,40.726059,-73.999386,40.659843,2,3.64,74.53,tarjeta,166
3090,2026-04-20 05:24:00,2026-04-20 05:59:02,-73.962913,40.727451,-73.957128,40.750842,3,6.55,126.86,app,106
3091,2026-04-06 06:15:00,2026-04-06 07:10:37,-74.016979,40.69891,-74.018121,40.691813,1,8.65,152.56,efectivo,154
3092,2026-04-12 04:35:00,2026-04-12 04:56:10,-74.011294,40.71831,-73.965719,40.780737,1,3.57,83.74,efectivo,152
3093,2026-04-09 08:37:00,2026-04-09 09:52:54,-73.77553,40.664061,-73.760476,40.649029,1,16.73,326.45,efectivo,168
3094,2026-04-24 17:48:00,2026-04-24 18:14:06,-73.991893,40.70893,-73.993997,40.663045,3,4.03,94.38,tarjeta,139
3095,2026-04-06 16:58:00,2026-04-06 17:49:19,-74.001288,40.717618,-73.979642,40.806574,4,8.09,165.05,tarjeta,105
3096,2026-04-21 18:08:00,2026-04-21 18:49:37,-74.002498,40.70408,-73.98333,40.786175,1,6.04,129.15,efectivo,171
3097,2026-04-01 17:35:00,2026-04-01 18:11:45,-73.950906,40.736782,-73.944659,40.726393,3,7.6,143.79,app,111
3098,2026-04-21 18:42:00,2026-04-21 18:54:03,-74.000465,40.696651,-73.969565,40.631363,2,1.58,47.93,tarjeta,132
3099,2026-04-27 11:38:00,2026-04-27 12:01:30,-73.972617,40.784477,-73.994414,40.716102,1,3.83,90.06,tarjeta,166
3100,2026-04-03 01:52:00,2026-04-03 02:18:02,-74.010948,40.715377,-73.936776,40.752294,2,3.32,95.81,app,133
3101,2026-04-02 05:24:00,2026-04-02 05:54:51,-73.99725,40.625958,-74.000442,40.704727,1,5.81,115.73,app,104
3102,2026-04-26 19:30:00,2026-04-26 20:11:48,-73.953812,40.794416,-73.958023,40.736796,4,6.6,144.65,efectivo,154
3103,2026-04-16 11:12:00,2026-04-16 11:29:13,-73.994822,40.701747,-74.002942,40.708646,2,1.56,50.21,app,170
3104,2026-04-13 14:00:00,2026-04-13 14:35:12,-73.973961,40.631885,-73.982739,40.762324,4,8.1,127.86,app,161
3105,2026-04-01 19:22:00,2026-04-01 21:20:22,-74.002579,40.705258,-73.790223,40.651321,2,21.62,456.23,efectivo,134
3106,2026-04-13 08:22:00,2026-04-13 09:32:30,-73.969041,40.746241,-73.77156,40.643803,4,14.92,287.78,tarjeta,170
3107,2026-04-11 12:56:00,2026-04-11 13:47:34,-74.00376,40.707786,-74.001036,40.706281,3,9.26,142.79,app,113
3108,2026-04-04 17:32:00,2026-04-04 19:01:09,-73.761394,40.633863,-73.990373,40.724225,2,16.34,281.65,efectivo,135
3109,2026-04-04 01:21:00,2026-04-04 01:35:26,-74.011605,40.704241,-73.965693,40.726956,2,2.78,69.0,tarjeta,128
3110,2026-04-14 07:13:00,2026-04-14 07:33:59,-74.014538,40.704947,-74.014364,40.707648,4,5.19,110.76,tarjeta,110
3111,2026-04-04 06:07:00,2026-04-04 06:43:07,-73.994843,40.707093,-73.963735,40.750255,2,5.21,94.3,efectivo,106
3112,2026-04-03 03:28:00,2026-04-03 04:02:24,-73.943956,40.729599,-74.003022,40.703197,4,8.42,150.25,app,100
3113,2026-04-17 04:56:00,2026-04-17 05:15:45,-73.963331,40.735024,-74.014444,40.719759,3,2.35,77.24,efectivo,133
3114,2026-04-27 06:07:00,2026-04-27 07:38:05,-73.997259,40.710971,-73.805169,40.636576,3,18.5,340.16,efectivo,123
3115,2026-04-24 13:29:00,2026-04-24 14:15:56,-73.978542,40.762002,-73.956655,40.754241,3,7.87,139.51,tarjeta,126
3116,2026-04-08 17:06:00,2026-04-08 17:51:18,-73.996293,40.718137,-73.959669,40.77314,2,7.3,146.89,efectivo,164
3117,2026-04-19 08:45:00,2026-04-19 10:27:30,-73.804293,40.656175,-74.002968,40.705686,4,24.26,349.64,app,102
3118,2026-04-21 04:59:00,2026-04-21 06:57:14,-73.795197,40.655714,-73.975024,40.806415,3,22.23,378.99,tarjeta,167
3119,2026-04-01 06:53:00,2026-04-01 07:06:42,-74.014646,40.715122,-73.978841,40.777479,2,3.39,69.85,efectivo,130
3120,2026-04-05 18:48:00,2026-04-05 18:59:22,-74.003017,40.69539,-73.967078,40.794124,4,1.23,49.37,efectivo,171
3121,2026-04-21 19:36:00,2026-04-21 19:54:39,-73.997335,40.712857,-74.00783,40.707294,3,4.71,90.32,app,153
3122,2026-04-13 11:34:00,2026-04-13 12:03:48,-74.003989,40.713289,-73.968679,40.781095,2,4.76,99.02,app,110
3123,2026-04-05 20:42:00,2026-04-05 20:59:17,-74.010852,40.703781,-74.007139,40.709424,3,1.92,60.5,app,103
3124,2026-04-30 14:56:00,2026-04-30 15:17:30,-73.943139,40.757844,-73.951844,40.768322,4,3.17,71.84,tarjeta,102
3125,2026-04-25 22:46:00,2026-04-25 23:44:31,-73.947015,40.739623,-74.013152,40.682476,1,9.46,223.39,efectivo,133
3126,2026-04-01 09:01:00,2026-04-01 09:33:23,-73.940264,40.743735,-73.946679,40.756684,4,6.45,109.53,tarjeta,114
3127,2026-04-30 14:34:00,2026-04-30 14:55:59,-74.011505,40.721952,-73.950779,40.795121,4,2.3,61.96,efectivo,100
3128,2026-04-15 07:25:00,2026-04-15 07:39:44,-74.014945,40.717625,-73.958212,40.784904,2,2.01,55.78,app,103
3129,2026-04-29 13:29:00,2026-04-29 14:04:06,-74.010492,40.718403,-73.961379,40.739312,1,5.92,123.94,app,155
3130,2026-04-09 10:34:00,2026-04-09 10:55:00,-73.955814,40.797433,-74.01346,40.717466,4,2.47,62.18,app,164
3131,2026-04-08 10:49:00,2026-04-08 11:23:05,-73.97204,40.623284,-73.995925,40.695785,3,4.67,94.09,tarjeta,150
3132,2026-04-30 13:06:00,2026-04-30 13:42:12,-73.95699,40.728179,-73.930332,40.74168,4,7.92,132.67,efectivo,143
3133,2026-04-09 17:01:00,2026-04-09 18:02:37,-73.78128,40.643581,-74.007762,40.705826,2,18.6,306.73,tarjeta,100
3134,2026-04-09 17:01:00,2026-04-09 17:56:46,-73.752922,40.6554,-73.990951,40.711543,4,14.43,247.24,efectivo,163
3135,2026-04-06 19:11:00,2026-04-06 19:52:46,-74.011626,40.700941,-74.013586,40.707498,1,8.55,134.32,tarjeta,138
3136,2026-04-04 15:37:00,2026-04-04 15:57:37,-73.995738,40.650382,-74.016929,40.698507,1,2.67,72.57,tarjeta,114
3137,2026-04-30 12:57:00,2026-04-30 14:01:34,-73.974945,40.631303,-73.771817,40.640252,1,18.72,270.38,tarjeta,151
3138,2026-04-20 19:22:00,2026-04-20 20:14:56,-73.996307,40.723814,-74.012763,40.697989,1,9.44,189.9,tarjeta,111
3139,2026-04-14 19:47:00,2026-04-14 20:42:32,-73.993576,40.717171,-73.767593,40.662966,3,9.78,176.76,efectivo,109
3140,2026-04-02 11:00:00,2026-04-02 11:42:21,-73.97759,40.80597,-73.944056,40.734749,2,9.29,176.47,tarjeta,177
3141,2026-04-25 12:33:00,2026-04-25 13:01:26,-73.981224,40.674294,-74.007773,40.699392,3,5.07,96.99,tarjeta,129
3142,2026-04-04 14:15:00,2026-04-04 15:40:02,-73.983169,40.766423,-73.796991,40.662656,4,19.28,288.46,tarjeta,174
3143,2026-04-30 08:12:00,2026-04-30 08:28:59,-73.969209,40.756052,-73.976538,40.624611,4,2.63,62.54,tarjeta,164
3144,2026-04-02 17:23:00,2026-04-02 18:09:21,-73.994781,40.701933,-74.01771,40.694814,4,9.27,181.66,tarjeta,162
3145,2026-04-05 10:35:00,2026-04-05 11:13:16,-73.970978,40.650498,-73.985276,40.802218,2,5.37,118.62,tarjeta,144
3146,2026-04-13 17:48:00,2026-04-13 18:13:57,-74.006101,40.714873,-73.962768,40.623334,2,5.68,111.26,efectivo,103
3147,2026-04-06 19:24:00,2026-04-06 20:35:59,-73.809318,40.664364,-74.006846,40.643164,2,17.51,284.61,efectivo,136
3148,2026-04-21 12:36:00,2026-04-21 13:00:12,-73.952961,40.793393,-73.979157,40.765877,4,4.67,104.27,tarjeta,128
3149,2026-04-13 14:04:00,2026-04-13 15:33:09,-73.777875,40.655126,-73.968639,40.741921,2,24.28,335.53,efectivo,129
3150,2026-04-08 19:20:00,2026-04-08 19:36:36,-73.963856,40.795531,-74.009437,40.717138,1,2.14,65.6,tarjeta,127
3151,2026-04-17 20:17:00,2026-04-17 20:32:30,-73.994507,40.704926,-74.010164,40.656035,4,1.66,47.54,efectivo,101
3152,2026-04-06 07:55:00,2026-04-06 08:45:49,-73.957201,40.805935,-74.013577,40.72469,1,8.2,182.61,efectivo,104
3153,2026-04-04 12:09:00,2026-04-04 13:45:39,-73.993173,40.712824,-73.79749,40.65023,2,17.45,314.97,efectivo,148
3154,2026-04-22 15:15:00,2026-04-22 16:06:29,-74.018693,40.705972,-74.004657,40.708595,4,8.75,190.2,app,113
3155,2026-04-05 17:41:00,2026-04-05 18:11:01,-73.981234,40.768048,-73.990719,40.700906,3,4.86,96.56,tarjeta,160
3156,2026-04-24 09:13:00,2026-04-24 09:35:30,-73.991485,40.717301,-73.994837,40.701575,3,2.48,71.64,tarjeta,119
3157,2026-04-11 13:37:00,2026-04-11 14:23:57,-73.949329,40.726536,-73.969962,40.807306,2,9.13,183.81,tarjeta,159
3158,2026-04-10 17:25:00,2026-04-10 17:55:41,-73.995752,40.717479,-73.986189,40.803277,3,5.13,105.35,efectivo,171
3159,2026-04-30 06:00:00,2026-04-30 06:42:12,-73.960922,40.765364,-73.968075,40.686835,2,8.03,149.31,tarjeta,165
3160,2026-04-17 00:53:00,2026-04-17 01:25:52,-73.99592,40.720094,-74.013414,40.69117,1,4.67,102.84,efectivo,139
3161,2026-04-26 12:59:00,2026-04-26 13:40:52,-74.009494,40.664122,-73.994041,40.705441,1,7.23,128.42,tarjeta,141
3162,2026-04-29 08:37:00,2026-04-29 09:13:42,-73.994154,40.701318,-73.995442,40.700549,4,9.25,166.3,app,117
3163,2026-04-21 12:11:00,2026-04-21 13:05:23,-73.798035,40.651513,-73.991984,40.707642,2,10.62,183.21,app,107
3164,2026-04-01 14:13:00,2026-04-01 14:45:21,-74.006923,40.717671,-74.012322,40.718825,3,5.32,110.23,tarjeta,144
3165,2026-04-23 20:38:00,2026-04-23 21:00:49,-74.013394,40.690163,-73.952464,40.757497,4,3.59,71.51,app,128
3166,2026-04-12 05:23:00,2026-04-12 05:51:44,-73.993733,40.716581,-74.008305,40.706414,1,7.02,120.81,app,121
3167,2026-04-29 13:36:00,2026-04-29 14:06:50,-74.008039,40.713322,-74.007836,40.696398,3,5.06,110.48,efectivo,109
3168,2026-04-15 13:55:00,2026-04-15 14:55:06,-73.796292,40.630023,-73.977072,40.765703,3,11.21,210.18,efectivo,175
3169,2026-04-10 18:00:00,2026-04-10 18:31:57,-73.995798,40.709374,-73.942971,40.74623,4,6.58,100.26,app,175
3170,2026-04-02 06:29:00,2026-04-02 06:49:36,-73.997768,40.711044,-73.995339,40.700541,2,3.9,89.36,app,152
3171,2026-04-06 15:48:00,2026-04-06 16:45:16,-74.018624,40.634285,-73.794063,40.663787,4,13.26,223.81,tarjeta,140
3172,2026-04-12 16:02:00,2026-04-12 16:39:31,-73.968339,40.738952,-73.995551,40.701091,3,6.81,132.56,app,138
3173,2026-04-05 16:01:00,2026-04-05 16:19:44,-74.012943,40.714155,-73.96234,40.660884,1,4.75,85.24,efectivo,136
3174,2026-04-01 12:38:00,2026-04-01 13:47:09,-73.790672,40.638051,-73.998744,40.722622,4,14.83,228.51,efectivo,107
3175,2026-04-30 09:32:00,2026-04-30 10:00:06,-73.99434,40.713073,-73.985891,40.773308,1,4.36,98.26,efectivo,139
3176,2026-04-21 18:17:00,2026-04-21 19:00:49,-73.945824,40.728287,-74.019876,40.708452,4,9.1,143.23,tarjeta,117
3177,2026-04-28 20:04:00,2026-04-28 20:34:28,-73.999703,40.691681,-73.934501,40.752993,2,8.15,141.73,app,140
3178,2026-04-23 20:10:00,2026-04-23 20:39:53,-73.959671,40.729369,-74.01598,40.703396,3,6.62,125.22,tarjeta,124
3179,2026-04-20 18:31:00,2026-04-20 18:49:02,-73.931361,40.732746,-73.991295,40.721249,2,2.68,58.84,efectivo,128
3180,2026-04-21 15:53:00,2026-04-21 16:10:30,-73.939677,40.729686,-73.935515,40.742807,3,4.86,87.42,tarjeta,176
3181,2026-04-10 13:56:00,2026-04-10 14:46:19,-73.943311,40.74304,-73.997241,40.702308,1,7.36,127.76,efectivo,160
3182,2026-04-03 02:51:00,2026-04-03 03:23:55,-74.011644,40.70014,-74.005592,40.708887,2,7.11,126.47,efectivo,113
3183,2026-04-01 18:57:00,2026-04-01 19:24:28,-73.999691,40.721006,-74.002449,40.696026,2,3.85,103.58,app,175
3184,2026-04-23 21:45:00,2026-04-23 22:05:21,-73.976378,40.68721,-73.99939,40.702728,2,4.48,96.26,tarjeta,110
3185,2026-04-16 10:41:00,2026-04-16 10:53:29,-74.010107,40.724828,-74.016662,40.671858,1,1.77,59.16,efectivo,110
3186,2026-04-25 07:07:00,2026-04-25 07:27:26,-74.002772,40.720356,-74.015744,40.650344,1,5.17,104.65,app,143
3187,2026-04-22 19:38:00,2026-04-22 20:06:30,-74.018477,40.700799,-73.963439,40.747396,3,3.87,89.44,app,170
3188,2026-04-12 12:49:00,2026-04-12 13:24:19,-73.999415,40.72016,-73.961193,40.673887,3,4.85,119.7,tarjeta,111
3189,2026-04-19 18:59:00,2026-04-19 19:45:47,-73.998459,40.703245,-73.962443,40.77097,1,9.16,145.84,tarjeta,158
3190,2026-04-16 01:43:00,2026-04-16 02:12:32,-74.009871,40.706105,-73.931282,40.746524,2,4.71,110.4,tarjeta,142
3191,2026-04-02 07:24:00,2026-04-02 07:52:54,-73.981093,40.776277,-73.993021,40.691309,4,4.63,87.48,app,119
3192,2026-04-30 15:10:00,2026-04-30 15:39:15,-73.99058,40.709503,-73.996721,40.712332,3,5.37,112.42,tarjeta,139
3193,2026-04-28 08:00:00,2026-04-28 08:33:07,-73.977572,40.683201,-73.995398,40.697751,4,5.3,101.91,app,162
3194,2026-04-01 10:07:00,2026-04-01 10:35:00,-73.959307,40.741846,-74.013212,40.708893,4,3.76,103.58,efectivo,138
3195,2026-04-19 17:51:00,2026-04-19 18:32:08,-73.931509,40.727858,-73.996658,40.674386,1,7.59,125.35,efectivo,154
3196,2026-04-09 17:14:00,2026-04-09 17:51:33,-74.000453,40.691809,-74.0097,40.698974,3,9.46,167.88,efectivo,129
3197,2026-04-22 09:23:00,2026-04-22 09:58:56,-74.007194,40.693825,-73.961256,40.628437,3,8.3,121.31,app,167
3198,2026-04-15 22:42:00,2026-04-15 23:41:41,-73.956815,40.803478,-73.751193,40.633366,3,13.45,216.39,efectivo,172
3199,2026-04-16 15:17:00,2026-04-16 15:34:02,-73.971539,40.765502,-73.989247,40.779131,1,1.66,56.26,efectivo,156
3200,2026-04-29 09:56:00,2026-04-29 10:45:51,-73.791689,40.664338,-73.981859,40.646887,4,13.23,246.22,app,109
3201,2026-04-11 11:05:00,2026-04-11 12:21:33,-74.002273,40.677123,-73.784661,40.642157,2,16.88,247.15,app,176
3202,2026-04-08 19:46:00,2026-04-08 20:15:40,-73.951607,40.776915,-73.991136,40.708467,1,5.23,93.36,efectivo,116
3203,2026-04-02 09:25:00,2026-04-02 09:38:24,-73.995001,40.704439,-73.96434,40.657399,4,2.18,59.27,tarjeta,133
3204,2026-04-24 18:48:00,2026-04-24 19:13:54,-73.970814,40.652505,-73.992443,40.698518,1,4.65,101.06,efectivo,170
3205,2026-04-22 12:18:00,2026-04-22 12:48:57,-74.002881,40.723133,-73.954021,40.792339,2,4.76,93.82,tarjeta,153
3206,2026-04-04 08:07:00,2026-04-04 10:18:51,-73.965383,40.728663,-73.788331,40.632446,2,24.0,351.71,app,127
3207,2026-04-12 19:34:00,2026-04-12 21:02:51,-73.996222,40.637649,-73.751564,40.661229,4,19.2,335.66,app,147
3208,2026-04-10 08:04:00,2026-04-10 08:37:10,-73.987133,40.767797,-73.970525,40.790337,3,4.99,92.6,efectivo,132
3209,2026-04-12 18:20:00,2026-04-12 18:30:06,-74.011119,40.708591,-74.009372,40.702145,4,1.21,44.6,efectivo,164
3210,2026-04-18 17:52:00,2026-04-18 18:43:53,-74.010084,40.709731,-73.9805,40.806424,2,8.52,186.65,tarjeta,119
3211,2026-04-19 19:22:00,2026-04-19 20:54:44,-73.787324,40.649466,-74.011991,40.693615,1,17.91,350.9,app,169
3212,2026-04-12 14:23:00,2026-04-12 15:19:22,-73.948298,40.731668,-74.007421,40.691013,1,8.49,197.18,tarjeta,162
3213,2026-04-30 23:43:00,2026-05-01 00:17:07,-73.991157,40.703364,-73.950518,40.741544,3,5.57,119.77,tarjeta,170
3214,2026-04-12 19:28:00,2026-04-12 19:37:53,-73.972104,40.678775,-73.999202,40.692751,3,1.55,45.93,efectivo,104
3215,2026-04-06 12:01:00,2026-04-06 13:15:33,-73.784748,40.631625,-73.777869,40.632155,1,21.85,387.24,app,176
3216,2026-04-25 19:03:00,2026-04-25 20:13:34,-74.008145,40.712178,-73.781839,40.6589,1,16.11,217.38,tarjeta,180
3217,2026-04-06 15:46:00,2026-04-06 16:23:21,-73.991082,40.717826,-73.95054,40.777738,2,5.87,116.42,app,178
3218,2026-04-08 15:46:00,2026-04-08 17:13:01,-73.795259,40.644058,-73.99776,40.706087,1,21.77,378.99,app,168
3219,2026-04-11 07:33:00,2026-04-11 08:59:20,-73.803038,40.640875,-73.963387,40.800181,1,17.21,307.57,tarjeta,127
3220,2026-04-26 03:53:00,2026-04-26 04:06:53,-73.993937,40.697832,-74.007864,40.724771,1,1.8,54.16,tarjeta,123
3221,2026-04-10 14:24:00,2026-04-10 14:51:33,-74.016571,40.693799,-73.966606,40.774627,3,4.51,95.92,app,114
3222,2026-04-14 17:19:00,2026-04-14 17:38:28,-73.974944,40.777134,-74.000844,40.71915,3,4.78,87.39,tarjeta,172
3223,2026-04-06 07:02:00,2026-04-06 07:24:45,-73.941405,40.746097,-74.010335,40.710615,2,5.12,115.87,tarjeta,162
3224,2026-04-09 07:08:00,2026-04-09 08:06:27,-73.785089,40.646301,-73.943451,40.757184,1,14.82,188.46,efectivo,157
3225,2026-04-09 07:51:00,2026-04-09 08:10:53,-74.011013,40.714894,-73.978534,40.776618,1,3.47,71.75,app,120
3226,2026-04-29 14:37:00,2026-04-29 15:00:51,-73.997991,40.69215,-73.9654,40.753618,4,3.78,74.95,tarjeta,128
3227,2026-04-02 09:45:00,2026-04-02 09:59:41,-73.999182,40.721094,-74.008616,40.700419,3,2.79,63.75,tarjeta,120
3228,2026-04-25 07:17:00,2026-04-25 07:44:08,-73.99248,40.69426,-73.980429,40.790216,3,3.42,95.3,tarjeta,105
3229,2026-04-14 17:08:00,2026-04-14 17:48:58,-73.957894,40.746587,-74.001278,40.693106,2,8.99,155.5,tarjeta,164
3230,2026-04-21 08:12:00,2026-04-21 08:38:53,-73.986243,40.762685,-73.991566,40.699274,3,5.73,95.54,tarjeta,178
3231,2026-04-29 10:05:00,2026-04-29 12:15:48,-73.794555,40.664166,-73.974,40.790058,2,24.92,449.33,tarjeta,121
3232,2026-04-21 16:38:00,2026-04-21 17:09:21,-73.995785,40.700818,-73.996337,40.644035,3,7.14,135.51,app,110
3233,2026-04-03 18:00:00,2026-04-03 18:54:30,-73.990775,40.716017,-73.801279,40.637743,2,15.54,230.74,efectivo,128
3234,2026-04-20 16:10:00,2026-04-20 17:00:43,-74.001118,40.708015,-74.00842,40.690768,1,8.98,169.66,efectivo,178
3235,2026-04-26 11:03:00,2026-04-26 11:21:55,-73.992276,40.720726,-74.00221,40.693952,1,3.06,77.87,tarjeta,142
3236,2026-04-01 09:59:00,2026-04-01 11:41:05,-74.00005,40.650923,-73.805746,40.659717,4,17.51,301.16,app,173
3237,2026-04-24 19:56:00,2026-04-24 20:40:13,-73.954711,40.763297,-73.997941,40.72188,3,6.87,146.66,tarjeta,161
3238,2026-04-17 19:08:00,2026-04-17 19:31:25,-73.991845,40.695913,-73.977292,40.804172,3,4.75,95.58,app,166
3239,2026-04-25 14:06:00,2026-04-25 14:25:24,-74.014082,40.713257,-74.012077,40.722293,1,3.59,79.35,efectivo,143
3240,2026-04-23 06:08:00,2026-04-23 06:23:33,-74.002594,40.709246,-73.970756,40.783891,4,3.92,79.89,tarjeta,115
3241,2026-04-26 09:15:00,2026-04-26 09:33:12,-74.011749,40.696151,-73.993614,40.633551,4,3.21,77.55,app,137
3242,2026-04-30 06:21:00,2026-04-30 07:00:20,-73.999405,40.713849,-73.958756,40.802089,1,8.72,155.12,tarjeta,120
3243,2026-04-15 18:52:00,2026-04-15 19:13:16,-73.998048,40.711359,-73.99685,40.712414,2,4.13,100.51,app,105
3244,2026-04-09 18:29:00,2026-04-09 19:01:01,-73.966147,40.782451,-73.944731,40.727158,2,6.32,117.4,app,101
3245,2026-04-20 16:17:00,2026-04-20 16:55:45,-74.000422,40.684925,-73.998321,40.692409,1,6.96,112.72,tarjeta,165
3246,2026-04-26 12:49:00,2026-04-26 13:20:03,-73.968115,40.773616,-73.973187,40.773369,3,4.52,120.71,tarjeta,162
3247,2026-04-24 09:04:00,2026-04-24 10:24:39,-73.751038,40.652251,-73.955019,40.755865,3,15.66,243.04,efectivo,118
3248,2026-04-01 13:17:00,2026-04-01 13:58:02,-74.004813,40.692208,-74.015641,40.693221,4,6.43,117.95,app,114
3249,2026-04-15 17:27:00,2026-04-15 17:51:05,-73.992786,40.723103,-73.993159,40.698077,2,3.81,92.52,tarjeta,146
3250,2026-04-28 18:10:00,2026-04-28 18:26:57,-73.983879,40.80826,-73.99299,40.716375,3,2.13,61.86,app,113
